Customer Gender,Is Senior,Partner,Dependents,Customer Tenure,Has Phone Service,Multiple Lines,Internet Plan,Online Security,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Customer Satisfaction,Churn Label
Female,N,N,N,26,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),74.95,1834.95,2,Y
Female,N,N,N,6,N,No phone service,DSL,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,47.95,305.1,3,Y
Female,N,N,N,3,Y,Y,DSL,N,N,Y,Y,N,Month-to-month,Y,Electronic check,63.6,155.65,5,Y
Male,N,N,N,3,N,No phone service,DSL,N,N,Y,N,N,Month-to-month,Y,Mailed check,36.85,108.7,3,Y
Female,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,44.1,44.1,2,Y
Male,N,N,N,14,N,No phone service,DSL,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,50.75,712.75,4,Y
Female,Y,Y,N,61,Y,Y,Fiber optic,N,Y,N,Y,Y,One year,Y,Credit card (automatic),104.4,6405,1,Y
Female,Y,Y,N,40,N,No phone service,DSL,N,N,N,Y,N,Month-to-month,Y,Electronic check,39.3,1637.4,4,Y
Female,N,N,N,58,Y,N,Fiber optic,Y,Y,N,Y,Y,One year,Y,Electronic check,106.45,6145.85,5,Y
Female,N,N,N,18,Y,N,Fiber optic,Y,N,N,Y,Y,Month-to-month,Y,Electronic check,96.05,1740.7,1,Y
Female,N,N,N,7,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),75.1,552.95,5,Y
Male,Y,N,N,2,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,44.7,93.7,2,Y
Male,N,N,N,19,Y,N,DSL,N,Y,Y,N,N,Month-to-month,Y,Credit card (automatic),55.0,1046.5,1,Y
Male,N,Y,N,11,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,74.35,834.2,5,Y
Female,N,Y,N,39,Y,N,Fiber optic,Y,Y,Y,Y,Y,One year,Y,Credit card (automatic),104.7,4134.85,2,Y
Female,N,N,N,15,Y,Y,DSL,Y,N,N,N,N,Month-to-month,Y,Mailed check,55.7,899.8,4,Y
Female,N,N,N,5,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Credit card (automatic),19.85,108.05,2,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,70.3,70.3,3,Y
Male,Y,Y,N,10,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,N,Electronic check,85.55,851.75,2,Y
Male,N,N,N,6,Y,N,Fiber optic,N,Y,N,Y,Y,Month-to-month,N,Mailed check,94.5,575.45,2,Y
Female,Y,Y,N,16,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Credit card (automatic),85.35,1375.15,3,Y
Female,N,N,N,2,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Mailed check,79.65,152.7,5,Y
Female,Y,N,N,2,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,79.6,195.05,5,Y
Male,Y,N,N,19,Y,Y,Fiber optic,Y,N,N,Y,N,Month-to-month,Y,Electronic check,90.6,1660,2,Y
Female,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Bank transfer (automatic),20.2,20.2,3,Y
Male,N,Y,N,66,Y,Y,Fiber optic,Y,Y,N,Y,Y,Two year,Y,Credit card (automatic),106.05,6981.35,3,Y
Female,N,N,N,36,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,99.15,3615.6,4,Y
Female,N,Y,N,39,N,No phone service,DSL,Y,Y,N,Y,Y,Month-to-month,N,Electronic check,55.9,2184.35,5,Y
Male,N,N,N,21,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,82.35,1852.85,1,Y
Male,N,N,N,2,N,No phone service,DSL,N,Y,Y,N,N,Month-to-month,Y,Credit card (automatic),40.4,77.15,5,Y
Female,N,N,N,4,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,75.35,338.1,5,Y
Male,N,N,N,35,Y,N,Fiber optic,N,Y,N,Y,N,One year,Y,Electronic check,85.15,3030.6,4,Y
Female,N,Y,N,33,Y,N,Fiber optic,N,Y,N,Y,Y,One year,Y,Electronic check,93.8,3124.5,1,Y
Male,N,N,N,45,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Electronic check,20.4,930.45,4,Y
Male,Y,Y,N,7,Y,Y,Fiber optic,Y,N,N,N,Y,Month-to-month,Y,Credit card (automatic),94.7,673.1,1,Y
Male,N,N,N,6,N,No phone service,DSL,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),30.5,208.7,2,Y
Male,Y,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,77.0,237.75,1,Y
Female,N,N,Y,11,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Credit card (automatic),20.1,221.35,4,Y
Female,N,N,N,1,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,N,Electronic check,75.3,75.3,5,Y
Female,Y,Y,N,40,Y,N,Fiber optic,N,N,Y,Y,Y,One year,Y,Credit card (automatic),99.2,4062.2,1,Y
Male,Y,N,N,47,Y,N,Fiber optic,Y,N,N,N,Y,Month-to-month,N,Mailed check,85.5,4042.3,1,Y
Female,N,N,N,7,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.05,164.85,3,Y
Male,N,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,70.4,70.4,5,Y
Male,N,Y,N,7,Y,N,DSL,Y,N,N,N,N,One year,Y,Electronic check,49.75,331.3,2,Y
Female,Y,N,N,15,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),75.3,1147.45,4,Y
Female,N,Y,N,11,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,94.0,1078.9,2,Y
Male,N,N,N,67,Y,Y,Fiber optic,Y,Y,Y,Y,Y,One year,Y,Bank transfer (automatic),118.35,7804.15,5,Y
Male,N,N,N,8,N,No phone service,DSL,Y,N,N,N,N,Month-to-month,Y,Electronic check,30.45,226.45,1,Y
Female,N,Y,N,44,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,96.1,4364.1,1,Y
Male,Y,Y,N,24,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,104.25,2433.9,5,Y
Male,Y,N,N,15,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,80.2,1217.25,1,Y
Female,N,Y,N,17,Y,Y,Fiber optic,Y,Y,N,Y,Y,Month-to-month,Y,Electronic check,104.2,1743.5,1,Y
Male,Y,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,69.65,69.65,1,Y
Male,N,N,N,9,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,80.8,713.1,4,Y
Female,N,N,N,7,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Mailed check,80.3,526.7,4,Y
Male,Y,Y,N,36,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,84.1,3021.6,3,Y
Male,N,N,N,3,Y,N,DSL,N,N,Y,Y,Y,Month-to-month,Y,Electronic check,69.35,191.35,2,Y
Female,Y,Y,N,34,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Mailed check,79.6,2718.3,5,Y
Female,Y,N,N,1,N,No phone service,DSL,N,N,N,Y,N,Month-to-month,Y,Electronic check,36.45,36.45,5,Y
Male,N,N,N,22,Y,N,Fiber optic,N,Y,N,Y,N,Month-to-month,Y,Electronic check,89.4,2001.5,5,Y
Female,Y,Y,N,47,Y,Y,Fiber optic,Y,N,N,N,N,Month-to-month,N,Electronic check,80.35,3825.85,3,Y
Female,Y,Y,N,24,N,No phone service,DSL,N,Y,N,N,Y,Month-to-month,Y,Credit card (automatic),40.65,933.3,4,Y
Male,N,Y,N,53,N,No phone service,DSL,N,Y,Y,Y,Y,One year,Y,Electronic check,60.45,3184.25,3,Y
Female,N,Y,N,8,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,84.9,764.95,5,Y
Female,N,Y,N,2,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),73.55,145.4,2,Y
Female,N,Y,N,8,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Bank transfer (automatic),20.15,156.25,1,Y
Female,N,Y,N,48,N,No phone service,DSL,N,Y,N,N,N,One year,N,Mailed check,34.7,1604.5,4,Y
Female,Y,Y,N,43,Y,Y,Fiber optic,N,Y,Y,Y,Y,One year,Y,Electronic check,107.55,4533.9,4,Y
Male,Y,Y,N,16,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,98.75,1587.55,3,Y
Female,N,Y,N,8,Y,N,Fiber optic,N,Y,N,Y,Y,Month-to-month,N,Electronic check,101.15,842.9,4,Y
Male,N,N,N,20,Y,Y,Fiber optic,N,Y,N,Y,N,Month-to-month,Y,Electronic check,88.7,1761.45,5,Y
Female,N,N,N,2,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,79.75,164.5,5,Y
Female,N,N,N,27,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Mailed check,94.55,2724.6,3,Y
Female,Y,N,N,5,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Mailed check,69.05,318.5,5,Y
Male,N,Y,N,52,Y,Y,Fiber optic,N,Y,Y,N,Y,Two year,Y,Bank transfer (automatic),96.25,4990.25,2,Y
Male,Y,N,N,37,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,101.1,3744.05,3,Y
Male,N,N,N,69,Y,Y,Fiber optic,N,N,Y,Y,Y,One year,Y,Bank transfer (automatic),104.7,7220.35,2,Y
Male,N,N,Y,40,Y,N,DSL,Y,N,N,N,N,Month-to-month,Y,Mailed check,55.25,2139.2,1,Y
Female,N,N,N,6,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,90.1,521.3,2,Y
Male,N,N,N,11,Y,Y,DSL,N,Y,N,N,N,Month-to-month,N,Electronic check,53.75,608,1,Y
Female,N,N,N,6,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,N,Electronic check,89.3,577.6,1,Y
Female,N,Y,N,3,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,95.2,292.85,2,Y
Female,Y,N,N,5,N,No phone service,DSL,N,N,N,Y,Y,Month-to-month,N,Electronic check,45.7,198,3,Y
Male,N,Y,N,8,Y,N,Fiber optic,Y,N,N,N,N,Month-to-month,Y,Electronic check,74.5,609.9,5,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,79.65,79.65,5,Y
Female,Y,Y,N,28,Y,Y,Fiber optic,N,N,Y,Y,Y,Month-to-month,Y,Credit card (automatic),101.3,2812.2,1,Y
Female,N,Y,N,1,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Mailed check,80.05,80.05,1,Y
Male,N,Y,N,29,Y,Y,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Electronic check,89.2,2698.35,3,Y
Male,N,Y,N,19,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,83.65,1465.75,4,Y
Female,N,Y,N,6,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Bank transfer (automatic),19.5,146.3,2,Y
Male,N,N,N,1,Y,N,DSL,N,N,Y,N,N,Month-to-month,N,Mailed check,51.25,51.25,1,Y
Male,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,45.6,45.6,5,Y
Female,N,N,N,6,Y,N,DSL,N,N,Y,N,N,Month-to-month,Y,Bank transfer (automatic),49.65,267.35,3,Y
Male,N,Y,Y,15,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Electronic check,20.0,288.05,2,Y
Female,N,Y,N,25,N,No phone service,DSL,N,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),34.0,853,3,Y
Male,Y,Y,N,10,Y,N,Fiber optic,N,Y,Y,Y,N,Month-to-month,Y,Mailed check,92.5,934.1,2,Y
Female,N,Y,N,13,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,N,Electronic check,88.35,1222.8,2,Y
Female,N,Y,N,49,Y,Y,Fiber optic,N,Y,Y,Y,Y,Two year,Y,Bank transfer (automatic),107.95,5293.2,1,Y
Female,Y,N,N,1,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Mailed check,74.45,74.45,3,Y
Female,N,N,N,37,Y,N,DSL,N,N,N,Y,Y,Month-to-month,Y,Electronic check,64.75,2345.2,3,Y
Male,N,N,N,26,Y,N,Fiber optic,N,Y,N,Y,N,Month-to-month,N,Electronic check,89.8,2335.3,5,Y
Female,N,N,N,12,Y,N,Fiber optic,N,Y,N,Y,Y,One year,N,Mailed check,95.5,1115.15,5,Y
Female,Y,N,N,10,N,No phone service,DSL,N,N,Y,N,N,Month-to-month,Y,Electronic check,29.65,291.4,1,Y
Male,N,Y,N,5,Y,Y,Fiber optic,Y,Y,N,N,N,Month-to-month,Y,Electronic check,84.5,453.75,1,Y
Male,N,N,N,18,Y,Y,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Credit card (automatic),90.7,1597.25,4,Y
Female,Y,N,N,3,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,70.3,235.5,5,Y
Female,N,N,N,54,Y,Y,Fiber optic,Y,Y,N,Y,Y,One year,Y,Bank transfer (automatic),103.95,5639.05,2,Y
Female,N,N,N,10,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,74.75,799.65,3,Y
Female,N,N,N,1,Y,N,DSL,N,N,Y,N,N,Month-to-month,Y,Electronic check,50.8,50.8,1,Y
Male,N,N,N,2,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,80.25,144.55,3,Y
Male,N,Y,N,32,Y,Y,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,78.9,2447.95,3,Y
Male,N,N,N,36,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,84.75,3050.15,4,Y
Male,N,N,N,53,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,N,Bank transfer (automatic),85.45,4517.25,5,Y
Male,N,Y,Y,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.9,19.9,1,Y
Male,Y,N,N,12,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,99.45,1200.15,3,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,70.6,70.6,1,Y
Female,N,N,N,5,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Credit card (automatic),81.0,389.6,2,Y
Male,N,N,N,6,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,84.85,523.5,4,Y
Female,Y,N,N,26,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,89.15,2277.65,2,Y
Female,Y,Y,N,1,N,No phone service,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,24.8,24.8,1,Y
Male,N,N,N,64,Y,Y,Fiber optic,N,N,Y,Y,Y,One year,Y,Credit card (automatic),105.65,6903.1,1,Y
Male,N,N,N,13,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,80.85,1008.7,5,Y
Female,N,Y,N,9,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,N,Electronic check,89.45,853.1,3,Y
Male,N,N,N,10,Y,Y,DSL,N,N,N,Y,Y,Month-to-month,Y,Credit card (automatic),72.15,794.25,3,Y
Female,N,N,N,2,Y,N,DSL,N,Y,Y,Y,Y,Month-to-month,N,Electronic check,76.4,160.8,2,Y
Female,Y,N,N,20,Y,Y,DSL,N,N,N,N,Y,Month-to-month,Y,Mailed check,61.6,1174.35,4,Y
Male,N,Y,N,9,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,79.9,741.7,3,Y
Male,Y,N,N,32,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Credit card (automatic),96.15,3019.25,5,Y
Female,N,Y,N,70,Y,Y,DSL,Y,Y,Y,N,N,Two year,N,Credit card (automatic),65.3,4759.75,2,Y
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.65,19.65,2,Y
Male,N,N,N,1,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Mailed check,84.65,84.65,5,Y
Female,Y,Y,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,69.55,69.55,4,Y
Female,N,N,N,13,N,No phone service,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,31.05,347.25,5,Y
Male,N,N,N,7,Y,N,DSL,Y,N,N,N,N,Month-to-month,Y,Mailed check,51.0,354.05,4,Y
Female,N,Y,Y,1,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),44.35,44.35,5,Y
Female,N,N,N,7,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,79.7,586.05,5,Y
Male,N,N,Y,54,Y,Y,DSL,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),55.0,3092.65,1,Y
Female,Y,N,N,5,Y,N,Fiber optic,N,Y,N,Y,N,Month-to-month,Y,Mailed check,84.85,415.55,2,Y
Male,Y,N,N,1,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,73.65,73.65,5,Y
Male,N,Y,N,33,Y,N,DSL,N,Y,Y,Y,Y,One year,Y,Mailed check,73.9,2405.05,5,Y
Female,N,Y,N,55,Y,Y,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,77.75,4458.15,3,Y
Female,Y,Y,N,6,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,84.35,474.9,2,Y
Female,N,N,N,8,Y,N,Fiber optic,Y,N,N,Y,N,Month-to-month,N,Electronic check,84.95,668.4,3,Y
Male,N,N,N,11,Y,N,Fiber optic,N,N,Y,N,N,Month-to-month,Y,Electronic check,73.85,926.25,2,Y
Male,N,Y,N,49,N,No phone service,DSL,N,N,N,Y,Y,One year,Y,Bank transfer (automatic),51.8,2541.25,3,Y
Female,Y,Y,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,46.0,46,5,Y
Male,Y,N,N,15,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,79.4,1156.1,5,Y
Male,Y,Y,N,16,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),71.8,1167.8,1,Y
Male,Y,Y,N,44,Y,Y,Fiber optic,N,N,N,N,Y,One year,N,Mailed check,88.4,3912.9,3,Y
Female,N,N,Y,5,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Mailed check,46.0,221.7,4,Y
Male,N,N,N,4,Y,Y,DSL,N,N,N,N,N,Month-to-month,N,Credit card (automatic),51.75,201.1,1,Y
Male,N,Y,N,30,Y,Y,Fiber optic,Y,N,N,Y,N,Month-to-month,Y,Electronic check,94.4,2838.7,3,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Mailed check,70.15,70.15,3,Y
Male,N,N,N,9,N,No phone service,DSL,N,N,N,Y,N,Month-to-month,Y,Credit card (automatic),34.7,296.1,1,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,81.1,81.1,5,Y
Female,N,Y,Y,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.55,20.55,3,Y
Female,N,N,N,61,Y,Y,Fiber optic,N,Y,Y,Y,Y,Two year,Y,Electronic check,106.6,6428.4,5,Y
Male,N,Y,N,59,Y,Y,Fiber optic,Y,Y,Y,Y,N,Month-to-month,Y,Electronic check,106.75,6252.9,1,Y
Female,N,N,N,3,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,89.45,240.45,5,Y
Female,N,N,N,3,Y,N,Fiber optic,N,N,Y,Y,Y,Month-to-month,Y,Electronic check,97.9,315.3,2,Y
Male,N,N,N,1,Y,N,DSL,N,N,N,N,Y,Month-to-month,Y,Mailed check,55.7,55.7,4,Y
Male,N,N,N,13,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,79.8,973.45,3,Y
Female,N,Y,N,18,N,No phone service,DSL,N,Y,N,Y,N,Month-to-month,Y,Electronic check,39.05,669.85,4,Y
Female,Y,Y,N,3,Y,N,Fiber optic,N,N,Y,Y,N,Month-to-month,Y,Mailed check,83.9,267.4,5,Y
Female,Y,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,69.85,69.85,3,Y
Female,N,N,N,1,Y,N,DSL,N,N,N,Y,N,Month-to-month,Y,Mailed check,53.55,53.55,5,Y
Female,N,Y,N,70,Y,Y,Fiber optic,Y,Y,Y,N,N,Two year,N,Bank transfer (automatic),93.9,6579.05,2,Y
Male,N,Y,N,68,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,Y,Electronic check,113.15,7856,1,Y
Female,Y,Y,N,26,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,N,Electronic check,84.95,2169.75,3,Y
Male,N,Y,N,11,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),80.5,896.9,2,Y
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Mailed check,19.3,19.3,2,Y
Male,N,N,N,1,Y,N,DSL,N,Y,N,N,N,Month-to-month,Y,Mailed check,49.65,49.65,3,Y
Female,N,N,N,46,Y,N,DSL,N,Y,Y,N,N,Two year,N,Credit card (automatic),54.35,2460.15,5,Y
Male,N,N,N,4,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,88.45,370.65,2,Y
Male,Y,N,N,22,Y,Y,Fiber optic,N,N,Y,Y,N,Month-to-month,Y,Bank transfer (automatic),90.5,1910.6,4,Y
Male,N,Y,N,9,Y,N,Fiber optic,N,Y,Y,Y,N,Month-to-month,Y,Mailed check,94.85,890.6,2,Y
Male,N,Y,N,7,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),69.95,529.5,5,Y
Female,N,N,N,1,Y,N,DSL,Y,N,N,N,N,Month-to-month,Y,Credit card (automatic),48.6,48.6,5,Y
Female,Y,N,N,40,N,No phone service,DSL,Y,N,N,Y,Y,Month-to-month,Y,Electronic check,55.8,2109.35,4,Y
Male,N,Y,N,29,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),80.15,2265.25,2,Y
Female,N,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,75.5,220.6,5,Y
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Bank transfer (automatic),20.2,20.2,3,Y
Female,N,Y,N,3,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),74.75,229.5,1,Y
Male,N,N,N,23,Y,Y,Fiber optic,N,Y,Y,Y,Y,Month-to-month,Y,Mailed check,104.05,2470.1,1,Y
Female,N,N,N,13,Y,Y,Fiber optic,Y,N,N,Y,N,Month-to-month,Y,Electronic check,96.65,1244.5,1,Y
Male,Y,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.05,20.05,2,Y
Female,N,N,N,39,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,103.45,3994.45,4,Y
Female,N,Y,Y,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Electronic check,19.9,19.9,5,Y
Male,N,Y,N,14,N,No phone service,DSL,N,N,N,Y,Y,Month-to-month,N,Electronic check,46.35,667.7,3,Y
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Electronic check,19.95,19.95,3,Y
Male,N,N,N,1,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,N,Electronic check,79.6,79.6,2,Y
Male,N,N,N,1,Y,N,Fiber optic,N,N,Y,N,N,Month-to-month,Y,Electronic check,75.9,75.9,1,Y
Male,N,Y,N,1,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,N,Electronic check,76.2,76.2,2,Y
Male,N,N,Y,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.25,19.25,4,Y
Female,N,Y,N,42,Y,Y,Fiber optic,N,Y,Y,N,N,Month-to-month,Y,Electronic check,84.3,3588.4,4,Y
Female,N,N,N,7,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,79.0,522.95,5,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,70.25,70.25,5,Y
Female,Y,N,N,10,Y,N,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Credit card (automatic),84.6,865.55,4,Y
Female,N,Y,Y,17,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,24.1,409.9,4,Y
Female,N,N,Y,1,Y,N,DSL,Y,N,Y,N,N,Month-to-month,Y,Electronic check,60.0,60,4,Y
Male,N,N,N,8,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,86.55,649.65,2,Y
Female,Y,Y,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Mailed check,20.85,20.85,4,Y
Female,N,N,N,39,N,No phone service,DSL,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,50.75,2011.4,3,Y
Female,Y,Y,N,58,Y,N,Fiber optic,Y,N,Y,Y,Y,One year,Y,Credit card (automatic),105.5,6205.5,1,Y
Male,Y,N,N,6,Y,N,Fiber optic,Y,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),85.15,503.6,4,Y
Male,N,Y,N,22,Y,N,DSL,Y,N,Y,N,N,Month-to-month,Y,Electronic check,54.2,1152.7,1,Y
Female,N,Y,N,70,Y,Y,Fiber optic,N,Y,Y,Y,Y,One year,Y,Electronic check,109.5,7674.55,2,Y
Male,N,Y,N,21,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,N,Electronic check,104.4,2157.95,1,Y
Male,Y,Y,N,71,Y,Y,Fiber optic,Y,N,N,Y,Y,Month-to-month,Y,Credit card (automatic),105.1,7548.1,2,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,75.7,75.7,3,Y
Female,Y,Y,N,20,Y,Y,Fiber optic,N,Y,N,Y,N,Month-to-month,N,Electronic check,90.8,1951,2,Y
