User ID,Content Category,Interaction Type,Time of Interaction,Device Used
U0475,Education,Share,Morning,Desktop
U0414,Fitness,Comment,Afternoon,Mobile
U0268,Travel,Comment,Afternoon,Mobile
U0020,Fitness,Follow,Evening,Tablet
U0046,Food,Follow,Evening,Desktop
U0121,Technology,Like,Morning,Tablet
U0442,Education,Follow,Evening,Mobile
U0338,Food,Like,Morning,Mobile
U0408,Travel,Comment,Morning,Desktop
U0473,Technology,Share,Morning,Tablet
U0223,Food,Follow,Afternoon,Tablet
U0380,Education,Comment,Morning,Mobile
U0249,Technology,Follow,Evening,Mobile
U0304,Food,Comment,Evening,Desktop
U0460,Fitness,Share,Afternoon,Mobile
U0122,Travel,Like,Evening,Mobile
U0242,Travel,Follow,Evening,Mobile
U0476,Travel,Follow,Evening,Mobile
U0235,Fitness,Comment,Evening,Tablet
U0172,Technology,Like,Morning,Tablet
U0057,Travel,Comment,Afternoon,Desktop
U0113,Education,Comment,Afternoon,Mobile
U0284,Technology,Comment,Morning,Desktop
U0303,Travel,Like,Afternoon,Desktop
U0377,Fitness,Comment,Morning,Desktop
U0114,Fitness,Like,Evening,Tablet
U0023,Travel,Like,Morning,Tablet
U0018,Education,Follow,Afternoon,Desktop
U0409,Technology,Follow,Evening,Desktop
U0286,Travel,Comment,Morning,Mobile
U0123,Technology,Like,Evening,Mobile
U0157,Travel,Like,Morning,Tablet
U0013,Travel,Follow,Afternoon,Mobile
U0447,Travel,Share,Afternoon,Tablet
U0441,Technology,Share,Evening,Desktop
U0152,Food,Comment,Afternoon,Tablet
U0042,Food,Like,Evening,Tablet
U0466,Food,Like,Evening,Mobile
U0188,Education,Share,Afternoon,Mobile
U0332,Technology,Comment,Evening,Tablet
U0172,Education,Follow,Morning,Mobile
U0386,Fitness,Comment,Evening,Tablet
U0460,Education,Follow,Afternoon,Tablet
U0033,Food,Follow,Afternoon,Desktop
U0425,Travel,Like,Morning,Tablet
U0423,Food,Share,Evening,Desktop
U0485,Technology,Follow,Evening,Mobile
U0045,Travel,Like,Morning,Mobile
U0056,Food,Like,Morning,Mobile
U0255,Fitness,Like,Morning,Tablet
U0497,Education,Follow,Evening,Mobile
U0228,Technology,Comment,Evening,Desktop
U0447,Education,Share,Morning,Tablet
U0176,Food,Follow,Evening,Desktop
U0291,Food,Like,Morning,Mobile
U0117,Food,Like,Afternoon,Desktop
U0146,Fitness,Share,Afternoon,Tablet
U0094,Fitness,Comment,Morning,Mobile
U0163,Fitness,Follow,Evening,Desktop
U0095,Education,Like,Morning,Tablet
U0177,Food,Comment,Morning,Desktop
U0063,Travel,Share,Morning,Desktop
U0080,Education,Share,Morning,Tablet
U0152,Food,Comment,Afternoon,Tablet
U0374,Food,Like,Afternoon,Tablet
U0461,Fitness,Like,Morning,Tablet
U0206,Fitness,Follow,Evening,Desktop
U0168,Education,Comment,Morning,Tablet
U0114,Fitness,Like,Afternoon,Mobile
U0229,Technology,Follow,Evening,Tablet
U0163,Education,Share,Evening,Tablet
U0204,Travel,Follow,Morning,Desktop
U0146,Food,Like,Afternoon,Desktop
U0111,Travel,Follow,Evening,Tablet
U0148,Travel,Comment,Morning,Tablet
U0428,Education,Comment,Evening,Mobile
U0244,Food,Follow,Evening,Mobile
U0046,Travel,Follow,Morning,Tablet
U0090,Travel,Comment,Evening,Tablet
U0469,Fitness,Follow,Morning,Mobile
U0252,Food,Share,Morning,Tablet
U0379,Fitness,Like,Afternoon,Mobile
U0154,Travel,Share,Evening,Mobile
U0252,Fitness,Like,Evening,Mobile
U0253,Education,Share,Morning,Tablet
U0290,Food,Like,Afternoon,Tablet
U0192,Education,Share,Evening,Mobile
U0030,Food,Comment,Morning,Desktop
U0028,Food,Share,Afternoon,Desktop
U0150,Technology,Comment,Evening,Tablet
U0094,Education,Share,Morning,Mobile
U0139,Food,Like,Evening,Mobile
U0181,Technology,Like,Morning,Mobile
U0191,Travel,Comment,Afternoon,Desktop
U0080,Fitness,Like,Evening,Mobile
U0470,Technology,Follow,Morning,Mobile
U0179,Food,Share,Afternoon,Mobile
U0089,Food,Like,Evening,Mobile
U0061,Fitness,Comment,Morning,Tablet
U0158,Fitness,Like,Morning,Mobile
U0391,Technology,Like,Morning,Mobile
U0388,Technology,Share,Afternoon,Mobile
U0407,Education,Like,Evening,Tablet
U0466,Technology,Share,Afternoon,Mobile
U0006,Technology,Comment,Morning,Tablet
U0103,Food,Like,Morning,Mobile
U0434,Food,Share,Evening,Tablet
U0438,Education,Like,Evening,Mobile
U0297,Education,Comment,Morning,Mobile
U0462,Technology,Follow,Evening,Tablet
U0188,Education,Follow,Evening,Mobile
U0055,Food,Follow,Morning,Desktop
U0117,Technology,Like,Afternoon,Desktop
U0267,Travel,Share,Morning,Desktop
U0021,Food,Like,Morning,Desktop
U0234,Food,Follow,Evening,Tablet
U0209,Travel,Follow,Afternoon,Mobile
U0481,Food,Like,Evening,Mobile
U0346,Technology,Follow,Afternoon,Desktop
U0347,Technology,Like,Morning,Mobile
U0356,Technology,Comment,Evening,Tablet
U0500,Food,Like,Morning,Mobile
U0207,Fitness,Comment,Morning,Desktop
U0143,Education,Share,Evening,Tablet
U0411,Travel,Follow,Evening,Desktop
U0487,Travel,Share,Afternoon,Tablet
U0394,Technology,Share,Afternoon,Mobile
U0255,Fitness,Like,Morning,Mobile
U0426,Travel,Like,Morning,Tablet
U0092,Education,Share,Afternoon,Tablet
U0319,Technology,Like,Evening,Mobile
U0267,Travel,Share,Afternoon,Mobile
U0252,Food,Like,Evening,Tablet
U0488,Travel,Follow,Morning,Mobile
U0437,Travel,Like,Afternoon,Desktop
U0286,Food,Comment,Evening,Tablet
U0069,Travel,Like,Afternoon,Desktop
U0252,Education,Follow,Evening,Tablet
U0438,Education,Follow,Morning,Mobile
U0303,Education,Share,Afternoon,Tablet
U0146,Technology,Share,Afternoon,Mobile
U0066,Food,Like,Afternoon,Tablet
U0321,Travel,Follow,Afternoon,Mobile
U0183,Food,Like,Afternoon,Mobile
U0127,Food,Like,Morning,Tablet
U0445,Technology,Comment,Afternoon,Desktop
U0167,Travel,Follow,Morning,Tablet
U0137,Travel,Like,Morning,Tablet
U0163,Education,Follow,Afternoon,Desktop
U0051,Technology,Comment,Afternoon,Tablet
U0258,Food,Like,Evening,Mobile
U0187,Fitness,Comment,Afternoon,Desktop
U0148,Technology,Like,Afternoon,Desktop
U0368,Technology,Share,Evening,Tablet
U0291,Travel,Comment,Evening,Desktop
U0040,Food,Share,Evening,Tablet
U0277,Fitness,Follow,Afternoon,Desktop
U0264,Education,Like,Afternoon,Mobile
U0265,Education,Share,Morning,Desktop
U0493,Travel,Like,Evening,Desktop
U0268,Food,Comment,Morning,Desktop
U0383,Food,Follow,Evening,Desktop
U0426,Fitness,Comment,Morning,Desktop
U0147,Fitness,Follow,Evening,Desktop
U0121,Fitness,Comment,Afternoon,Mobile
U0126,Travel,Follow,Afternoon,Desktop
U0464,Fitness,Share,Morning,Mobile
U0133,Education,Follow,Afternoon,Mobile
U0401,Technology,Like,Morning,Mobile
U0153,Travel,Like,Morning,Desktop
U0430,Fitness,Like,Evening,Mobile
U0257,Education,Share,Morning,Tablet
U0047,Education,Share,Morning,Mobile
U0300,Travel,Comment,Evening,Tablet
U0479,Fitness,Like,Afternoon,Mobile
U0497,Travel,Like,Afternoon,Desktop
U0252,Food,Like,Evening,Tablet
U0217,Fitness,Comment,Afternoon,Desktop
U0367,Food,Like,Afternoon,Mobile
U0464,Technology,Like,Evening,Tablet
U0404,Fitness,Follow,Evening,Desktop
U0159,Food,Like,Evening,Tablet
U0122,Travel,Share,Afternoon,Mobile
U0155,Fitness,Comment,Morning,Desktop
U0456,Travel,Like,Morning,Tablet
U0416,Travel,Follow,Evening,Mobile
U0242,Travel,Like,Evening,Desktop
U0423,Food,Like,Morning,Tablet
U0309,Education,Share,Evening,Tablet
U0015,Fitness,Follow,Morning,Tablet
U0070,Travel,Share,Morning,Mobile
U0043,Fitness,Follow,Morning,Mobile
U0406,Travel,Comment,Afternoon,Desktop
U0352,Food,Comment,Evening,Desktop
U0189,Travel,Comment,Morning,Desktop
U0012,Education,Follow,Evening,Tablet
U0102,Fitness,Follow,Afternoon,Mobile
U0308,Fitness,Share,Afternoon,Mobile
U0291,Technology,Follow,Morning,Tablet
U0476,Travel,Comment,Afternoon,Mobile
U0098,Food,Follow,Afternoon,Tablet
U0221,Education,Share,Morning,Mobile
U0097,Fitness,Comment,Afternoon,Desktop
U0500,Fitness,Like,Afternoon,Tablet
U0128,Education,Follow,Afternoon,Tablet
U0241,Food,Follow,Morning,Tablet
U0366,Travel,Share,Afternoon,Tablet
U0038,Education,Like,Morning,Mobile
U0121,Food,Like,Afternoon,Tablet
U0259,Travel,Follow,Evening,Desktop
U0068,Technology,Comment,Evening,Tablet
U0258,Food,Comment,Afternoon,Desktop
U0364,Travel,Share,Evening,Mobile
U0023,Travel,Share,Morning,Desktop
U0463,Education,Follow,Afternoon,Desktop
U0224,Food,Follow,Morning,Tablet
U0078,Travel,Comment,Evening,Mobile
U0118,Technology,Share,Morning,Desktop
U0240,Technology,Like,Afternoon,Desktop
U0364,Travel,Follow,Evening,Desktop
U0369,Technology,Like,Morning,Desktop
U0146,Fitness,Share,Morning,Tablet
U0340,Fitness,Like,Evening,Tablet
U0293,Travel,Comment,Morning,Mobile
U0347,Food,Like,Morning,Mobile
U0349,Travel,Comment,Morning,Desktop
U0015,Travel,Like,Morning,Tablet
U0233,Food,Like,Evening,Tablet
U0023,Education,Share,Evening,Desktop
U0375,Education,Share,Evening,Mobile
U0166,Technology,Follow,Morning,Tablet
U0131,Fitness,Comment,Morning,Desktop
U0437,Fitness,Comment,Morning,Desktop
U0146,Fitness,Share,Evening,Mobile
U0222,Food,Comment,Evening,Tablet
U0050,Education,Follow,Afternoon,Mobile
U0199,Food,Follow,Afternoon,Tablet
U0217,Education,Follow,Afternoon,Mobile
U0048,Education,Comment,Morning,Desktop
U0332,Fitness,Follow,Evening,Desktop
U0332,Technology,Follow,Evening,Desktop
U0465,Food,Share,Afternoon,Mobile
U0431,Education,Share,Morning,Desktop
U0025,Technology,Like,Evening,Mobile
U0262,Travel,Follow,Afternoon,Mobile
U0292,Food,Like,Afternoon,Desktop
U0009,Travel,Like,Morning,Mobile
U0043,Food,Follow,Afternoon,Desktop
U0231,Food,Comment,Evening,Desktop
U0041,Education,Like,Evening,Desktop
U0223,Technology,Like,Evening,Mobile
U0007,Travel,Follow,Morning,Desktop
U0156,Education,Share,Evening,Desktop
U0494,Travel,Like,Evening,Desktop
U0008,Technology,Like,Morning,Mobile
U0097,Fitness,Comment,Morning,Desktop
U0333,Travel,Comment,Morning,Tablet
U0045,Travel,Follow,Afternoon,Mobile
U0060,Fitness,Follow,Morning,Tablet
U0011,Education,Comment,Afternoon,Mobile
U0425,Technology,Like,Afternoon,Desktop
U0434,Travel,Follow,Evening,Desktop
U0306,Education,Share,Evening,Desktop
U0205,Education,Follow,Afternoon,Tablet
U0032,Technology,Share,Evening,Desktop
U0138,Travel,Like,Evening,Desktop
U0481,Food,Follow,Evening,Desktop
U0148,Fitness,Follow,Evening,Desktop
U0119,Fitness,Follow,Evening,Tablet
U0068,Travel,Share,Afternoon,Desktop
U0410,Education,Share,Morning,Mobile
U0045,Travel,Comment,Evening,Mobile
U0311,Technology,Follow,Afternoon,Desktop
U0108,Technology,Like,Evening,Mobile
U0134,Fitness,Share,Afternoon,Mobile
U0221,Education,Like,Morning,Mobile
U0250,Food,Like,Afternoon,Desktop
U0286,Fitness,Like,Afternoon,Tablet
U0362,Travel,Like,Morning,Desktop
U0422,Technology,Like,Evening,Tablet
U0061,Food,Like,Morning,Mobile
U0363,Education,Follow,Afternoon,Desktop
U0051,Food,Comment,Morning,Desktop
U0104,Travel,Follow,Afternoon,Mobile
U0175,Education,Like,Afternoon,Mobile
U0367,Food,Comment,Afternoon,Tablet
U0386,Travel,Follow,Evening,Mobile
U0471,Travel,Share,Afternoon,Tablet
U0186,Travel,Like,Morning,Mobile
U0265,Technology,Share,Morning,Desktop
U0396,Travel,Follow,Morning,Mobile
U0339,Fitness,Share,Evening,Tablet
U0215,Education,Follow,Afternoon,Desktop
U0161,Technology,Comment,Afternoon,Desktop
U0229,Fitness,Follow,Evening,Tablet
U0455,Travel,Share,Evening,Mobile
U0276,Travel,Share,Afternoon,Tablet
U0451,Education,Share,Morning,Tablet
U0262,Food,Share,Evening,Tablet
U0082,Technology,Share,Morning,Tablet
U0397,Travel,Share,Afternoon,Tablet
U0031,Food,Share,Afternoon,Tablet
U0388,Technology,Share,Evening,Desktop
U0003,Food,Comment,Afternoon,Mobile
U0180,Food,Comment,Afternoon,Tablet
U0267,Fitness,Share,Evening,Mobile
U0099,Travel,Comment,Afternoon,Mobile
U0425,Technology,Share,Afternoon,Mobile
U0455,Travel,Follow,Morning,Mobile
U0347,Travel,Comment,Evening,Tablet
U0399,Food,Follow,Afternoon,Tablet
U0226,Travel,Comment,Evening,Tablet
U0074,Fitness,Follow,Evening,Desktop
U0067,Education,Like,Evening,Tablet
U0234,Technology,Share,Afternoon,Tablet
U0472,Education,Share,Morning,Desktop
U0190,Food,Like,Evening,Mobile
U0061,Food,Share,Afternoon,Desktop
U0015,Fitness,Follow,Morning,Tablet
U0458,Food,Like,Afternoon,Mobile
U0379,Technology,Share,Afternoon,Mobile
U0035,Travel,Share,Morning,Desktop
U0461,Travel,Comment,Afternoon,Desktop
U0259,Travel,Follow,Evening,Desktop
U0373,Technology,Follow,Afternoon,Tablet
U0461,Food,Follow,Afternoon,Tablet
U0377,Technology,Share,Afternoon,Mobile
U0293,Food,Like,Evening,Tablet
U0044,Education,Comment,Morning,Tablet
U0385,Education,Like,Afternoon,Mobile
U0273,Technology,Comment,Morning,Desktop
U0362,Travel,Share,Evening,Mobile
U0024,Technology,Follow,Afternoon,Desktop
U0013,Food,Share,Evening,Desktop
U0051,Fitness,Follow,Evening,Desktop
U0131,Fitness,Comment,Morning,Desktop
U0031,Food,Like,Evening,Mobile
U0030,Travel,Share,Afternoon,Mobile
U0458,Food,Like,Afternoon,Desktop
U0123,Education,Follow,Evening,Mobile
U0259,Technology,Like,Afternoon,Desktop
U0284,Technology,Like,Afternoon,Desktop
U0120,Food,Like,Morning,Tablet
U0285,Fitness,Follow,Evening,Desktop
U0229,Education,Comment,Morning,Mobile
U0087,Education,Follow,Morning,Desktop
U0022,Travel,Like,Morning,Tablet
U0498,Technology,Follow,Morning,Mobile
U0140,Food,Comment,Evening,Tablet
U0300,Food,Like,Evening,Mobile
U0274,Technology,Like,Evening,Desktop
U0063,Education,Comment,Morning,Desktop
U0313,Food,Share,Evening,Tablet
U0386,Travel,Comment,Evening,Desktop
U0165,Fitness,Share,Afternoon,Desktop
U0355,Technology,Follow,Morning,Tablet
U0005,Fitness,Follow,Evening,Desktop
U0357,Travel,Like,Evening,Desktop
U0333,Technology,Follow,Evening,Tablet
U0345,Food,Share,Morning,Desktop
U0430,Technology,Like,Evening,Mobile
U0480,Travel,Comment,Morning,Mobile
U0389,Food,Like,Afternoon,Mobile
U0315,Food,Comment,Evening,Tablet
U0253,Technology,Comment,Afternoon,Desktop
U0004,Travel,Share,Morning,Mobile
U0253,Education,Comment,Morning,Mobile
U0066,Technology,Like,Evening,Mobile
U0292,Education,Share,Morning,Tablet
U0348,Education,Share,Morning,Tablet
U0453,Technology,Share,Afternoon,Desktop
U0222,Food,Like,Afternoon,Mobile
U0239,Food,Comment,Afternoon,Tablet
U0025,Travel,Share,Afternoon,Tablet
U0003,Fitness,Like,Afternoon,Desktop
U0378,Travel,Comment,Morning,Mobile
U0169,Technology,Like,Afternoon,Tablet
U0222,Education,Comment,Morning,Tablet
U0056,Fitness,Comment,Afternoon,Desktop
U0484,Education,Follow,Morning,Tablet
U0321,Education,Like,Afternoon,Mobile
U0194,Technology,Share,Afternoon,Mobile
U0411,Technology,Follow,Afternoon,Desktop
U0347,Education,Follow,Morning,Mobile
U0050,Travel,Like,Evening,Mobile
U0238,Education,Like,Afternoon,Tablet
U0481,Technology,Share,Evening,Desktop
U0056,Technology,Like,Morning,Tablet
U0431,Education,Share,Morning,Mobile
U0247,Education,Share,Evening,Desktop
U0071,Technology,Like,Morning,Mobile
U0224,Food,Comment,Evening,Desktop
U0159,Food,Comment,Evening,Desktop
U0030,Education,Like,Morning,Tablet
U0101,Fitness,Share,Morning,Mobile
U0244,Travel,Comment,Evening,Tablet
U0437,Education,Share,Evening,Desktop
U0215,Fitness,Like,Afternoon,Mobile
U0254,Technology,Comment,Morning,Tablet
U0239,Fitness,Follow,Evening,Mobile
U0488,Travel,Follow,Afternoon,Mobile
U0004,Technology,Share,Afternoon,Mobile
U0285,Fitness,Comment,Morning,Desktop
U0324,Food,Comment,Evening,Mobile
U0102,Fitness,Share,Afternoon,Mobile
U0174,Fitness,Comment,Evening,Mobile
U0432,Technology,Comment,Afternoon,Mobile
U0195,Technology,Comment,Evening,Desktop
U0123,Food,Follow,Afternoon,Tablet
U0450,Technology,Like,Evening,Mobile
U0474,Fitness,Follow,Morning,Mobile
U0163,Travel,Comment,Evening,Tablet
U0024,Education,Share,Evening,Mobile
U0168,Technology,Follow,Morning,Tablet
U0108,Technology,Like,Evening,Desktop
U0199,Education,Share,Evening,Desktop
U0238,Food,Share,Morning,Tablet
U0248,Travel,Share,Evening,Desktop
U0327,Technology,Like,Evening,Mobile
U0104,Fitness,Comment,Afternoon,Desktop
U0456,Education,Share,Afternoon,Mobile
U0044,Technology,Follow,Morning,Desktop
U0118,Technology,Share,Evening,Desktop
U0240,Travel,Follow,Afternoon,Desktop
U0196,Fitness,Comment,Morning,Desktop
U0331,Food,Like,Morning,Mobile
U0257,Education,Like,Evening,Tablet
U0475,Technology,Like,Morning,Mobile
U0020,Fitness,Follow,Evening,Desktop
U0169,Food,Share,Afternoon,Tablet
U0310,Education,Share,Morning,Desktop
U0154,Food,Like,Afternoon,Desktop
U0242,Education,Follow,Evening,Mobile
U0371,Fitness,Follow,Evening,Desktop
U0301,Travel,Share,Evening,Tablet
U0406,Food,Like,Morning,Mobile
U0483,Travel,Follow,Evening,Mobile
U0286,Food,Like,Morning,Mobile
U0066,Technology,Share,Afternoon,Desktop
U0215,Travel,Share,Afternoon,Tablet
U0167,Technology,Comment,Evening,Tablet
U0488,Education,Comment,Afternoon,Tablet
U0486,Technology,Follow,Afternoon,Tablet
U0056,Education,Follow,Afternoon,Desktop
U0156,Fitness,Comment,Morning,Mobile
U0353,Travel,Comment,Evening,Mobile
U0467,Food,Like,Afternoon,Mobile
U0338,Technology,Like,Evening,Desktop
U0006,Food,Follow,Morning,Desktop
U0057,Education,Share,Morning,Desktop
U0036,Fitness,Comment,Afternoon,Mobile
U0419,Travel,Share,Evening,Mobile
U0258,Travel,Comment,Evening,Desktop
U0074,Technology,Comment,Afternoon,Desktop
U0467,Travel,Follow,Evening,Desktop
U0378,Food,Follow,Morning,Tablet
U0432,Food,Comment,Evening,Desktop
U0092,Travel,Comment,Evening,Desktop
U0358,Technology,Like,Evening,Desktop
U0446,Food,Share,Morning,Tablet
U0035,Fitness,Follow,Evening,Desktop
U0391,Technology,Like,Evening,Desktop
U0259,Travel,Comment,Afternoon,Desktop
U0260,Travel,Like,Morning,Mobile
U0346,Travel,Share,Evening,Desktop
U0439,Travel,Like,Morning,Mobile
U0364,Food,Follow,Morning,Tablet
U0035,Education,Comment,Morning,Tablet
U0225,Travel,Comment,Morning,Desktop
U0010,Technology,Like,Evening,Mobile
U0274,Travel,Like,Evening,Mobile
U0006,Food,Like,Evening,Mobile
U0092,Technology,Comment,Morning,Tablet
U0025,Education,Like,Evening,Tablet
U0158,Technology,Like,Afternoon,Tablet
U0194,Fitness,Comment,Morning,Desktop
U0047,Travel,Like,Morning,Mobile
U0099,Technology,Like,Evening,Mobile
U0409,Fitness,Comment,Evening,Tablet
U0263,Food,Comment,Morning,Desktop
U0479,Travel,Like,Evening,Desktop
U0055,Food,Like,Afternoon,Mobile
U0335,Technology,Comment,Afternoon,Desktop
U0034,Food,Share,Evening,Tablet
U0454,Travel,Like,Morning,Desktop
U0365,Education,Share,Evening,Mobile
U0324,Travel,Comment,Evening,Tablet
U0171,Food,Follow,Morning,Tablet
U0010,Education,Share,Evening,Desktop
U0328,Fitness,Like,Evening,Tablet
U0316,Food,Like,Morning,Mobile
U0388,Education,Like,Morning,Mobile
U0256,Fitness,Follow,Afternoon,Mobile
U0020,Education,Share,Morning,Desktop
U0169,Food,Like,Morning,Desktop
U0213,Food,Like,Evening,Mobile
U0376,Food,Like,Afternoon,Mobile
U0028,Fitness,Comment,Evening,Tablet
U0196,Food,Like,Evening,Mobile
U0004,Travel,Comment,Morning,Mobile
U0073,Fitness,Comment,Morning,Mobile
U0426,Fitness,Like,Morning,Tablet
U0240,Fitness,Like,Afternoon,Tablet
U0218,Education,Share,Morning,Mobile
U0230,Fitness,Follow,Evening,Desktop
U0041,Travel,Comment,Afternoon,Desktop
U0217,Education,Follow,Evening,Tablet
U0420,Technology,Share,Afternoon,Desktop
U0305,Fitness,Comment,Evening,Tablet
U0238,Travel,Follow,Afternoon,Desktop
U0247,Food,Like,Morning,Mobile
U0101,Fitness,Share,Morning,Mobile
U0252,Travel,Share,Afternoon,Desktop
U0158,Education,Like,Evening,Mobile
U0198,Fitness,Share,Evening,Mobile
U0261,Travel,Comment,Evening,Tablet
U0357,Travel,Comment,Morning,Desktop
U0018,Technology,Comment,Afternoon,Tablet
U0234,Fitness,Follow,Evening,Desktop
U0297,Fitness,Like,Evening,Mobile
U0330,Travel,Like,Evening,Desktop
U0097,Fitness,Share,Afternoon,Desktop
U0257,Travel,Comment,Evening,Tablet
U0211,Technology,Like,Evening,Mobile
U0398,Fitness,Follow,Afternoon,Desktop
U0358,Technology,Like,Afternoon,Mobile
U0050,Travel,Like,Morning,Tablet
U0148,Travel,Comment,Evening,Mobile
U0361,Fitness,Comment,Morning,Desktop
U0486,Travel,Comment,Morning,Tablet
U0103,Fitness,Follow,Morning,Mobile
U0226,Education,Comment,Evening,Mobile
U0044,Technology,Like,Afternoon,Desktop
U0300,Travel,Like,Morning,Desktop
U0137,Education,Like,Morning,Mobile
U0406,Travel,Like,Morning,Tablet
U0493,Travel,Share,Afternoon,Desktop
U0173,Food,Follow,Afternoon,Desktop
U0194,Technology,Like,Evening,Desktop
U0234,Travel,Comment,Evening,Tablet
U0014,Technology,Comment,Evening,Tablet
U0189,Education,Follow,Afternoon,Tablet
U0339,Technology,Share,Morning,Tablet
U0185,Food,Follow,Morning,Tablet
U0249,Education,Share,Afternoon,Mobile
U0477,Technology,Follow,Afternoon,Tablet
U0100,Fitness,Like,Evening,Tablet
U0408,Food,Follow,Morning,Tablet
U0229,Travel,Like,Morning,Tablet
U0125,Fitness,Like,Morning,Tablet
U0367,Fitness,Share,Morning,Desktop
U0113,Food,Like,Evening,Tablet
U0341,Education,Follow,Morning,Tablet
U0355,Fitness,Like,Afternoon,Tablet
U0308,Food,Follow,Morning,Desktop
U0402,Travel,Comment,Evening,Mobile
U0149,Technology,Like,Morning,Mobile
U0304,Technology,Share,Morning,Tablet
U0161,Education,Like,Afternoon,Tablet
U0303,Fitness,Share,Evening,Desktop
U0395,Fitness,Like,Afternoon,Tablet
U0303,Technology,Like,Morning,Desktop
U0236,Fitness,Comment,Afternoon,Desktop
U0234,Education,Share,Morning,Desktop
U0341,Technology,Share,Evening,Tablet
U0353,Food,Follow,Morning,Tablet
U0111,Food,Follow,Afternoon,Tablet
U0415,Fitness,Like,Afternoon,Tablet
U0376,Technology,Follow,Morning,Mobile
U0154,Fitness,Follow,Evening,Mobile
U0348,Food,Follow,Afternoon,Desktop
U0373,Food,Comment,Afternoon,Tablet
U0281,Technology,Share,Afternoon,Mobile
U0406,Technology,Share,Evening,Tablet
U0084,Fitness,Follow,Evening,Desktop
U0150,Fitness,Comment,Morning,Mobile
U0005,Education,Comment,Afternoon,Mobile
U0219,Fitness,Like,Evening,Mobile
U0243,Technology,Share,Morning,Mobile
U0304,Fitness,Like,Afternoon,Tablet
U0126,Technology,Like,Morning,Mobile
U0155,Education,Follow,Evening,Mobile
U0408,Technology,Follow,Evening,Desktop
U0335,Food,Like,Afternoon,Mobile
U0043,Travel,Like,Morning,Tablet
U0261,Technology,Follow,Morning,Tablet
U0382,Education,Follow,Morning,Mobile
U0331,Travel,Comment,Evening,Desktop
U0033,Education,Like,Evening,Mobile
U0202,Education,Follow,Evening,Tablet
U0429,Education,Like,Evening,Tablet
U0107,Technology,Comment,Evening,Mobile
U0003,Travel,Like,Evening,Desktop
U0295,Fitness,Like,Morning,Mobile
U0044,Education,Share,Morning,Desktop
U0279,Travel,Like,Morning,Tablet
U0154,Education,Share,Morning,Desktop
U0228,Education,Share,Morning,Desktop
U0268,Education,Comment,Afternoon,Tablet
U0340,Fitness,Comment,Morning,Mobile
U0439,Fitness,Comment,Morning,Tablet
U0143,Education,Share,Morning,Desktop
U0131,Travel,Follow,Afternoon,Tablet
U0234,Food,Comment,Morning,Tablet
U0275,Technology,Comment,Morning,Tablet
U0366,Education,Comment,Afternoon,Tablet
U0079,Travel,Comment,Afternoon,Desktop
U0040,Technology,Like,Afternoon,Tablet
U0209,Food,Like,Morning,Tablet
U0171,Fitness,Share,Afternoon,Mobile
U0194,Travel,Like,Morning,Mobile
U0373,Education,Follow,Afternoon,Desktop
U0179,Education,Share,Evening,Desktop
U0312,Technology,Like,Morning,Mobile
U0385,Fitness,Follow,Afternoon,Desktop
U0066,Technology,Comment,Afternoon,Tablet
U0074,Education,Share,Afternoon,Tablet
U0372,Food,Comment,Evening,Tablet
U0215,Travel,Follow,Evening,Mobile
U0258,Food,Comment,Afternoon,Desktop
U0440,Food,Like,Morning,Desktop
U0040,Fitness,Comment,Evening,Mobile
U0044,Food,Like,Evening,Tablet
U0493,Education,Comment,Afternoon,Tablet
U0264,Education,Like,Evening,Tablet
U0316,Technology,Follow,Morning,Tablet
U0384,Fitness,Like,Afternoon,Tablet
U0472,Education,Comment,Evening,Mobile
U0090,Food,Like,Morning,Mobile
U0488,Travel,Follow,Morning,Desktop
U0497,Food,Like,Morning,Tablet
U0149,Travel,Share,Afternoon,Desktop
U0378,Education,Share,Evening,Desktop
U0157,Education,Follow,Evening,Mobile
U0030,Technology,Follow,Afternoon,Tablet
U0182,Technology,Comment,Morning,Desktop
U0005,Travel,Comment,Morning,Desktop
U0264,Travel,Follow,Morning,Mobile
U0394,Food,Like,Evening,Mobile
U0192,Food,Comment,Afternoon,Desktop
U0138,Travel,Comment,Morning,Tablet
U0072,Travel,Comment,Afternoon,Mobile
U0057,Food,Like,Morning,Mobile
U0216,Food,Like,Evening,Mobile
U0102,Food,Like,Afternoon,Mobile
U0282,Fitness,Follow,Afternoon,Desktop
U0473,Travel,Like,Evening,Mobile
U0065,Food,Like,Morning,Tablet
U0122,Food,Like,Morning,Desktop
U0149,Travel,Follow,Afternoon,Mobile
U0079,Education,Comment,Evening,Mobile
U0059,Fitness,Comment,Afternoon,Tablet
U0243,Technology,Comment,Evening,Tablet
U0438,Fitness,Like,Evening,Mobile
U0020,Fitness,Follow,Afternoon,Mobile
U0103,Technology,Follow,Morning,Desktop
U0359,Fitness,Share,Evening,Mobile
U0032,Travel,Comment,Evening,Tablet
U0057,Food,Share,Afternoon,Desktop
U0127,Technology,Share,Afternoon,Mobile
U0027,Food,Like,Evening,Mobile
U0144,Technology,Comment,Evening,Desktop
U0252,Food,Like,Afternoon,Desktop
U0007,Education,Share,Evening,Mobile
U0415,Education,Share,Afternoon,Tablet
U0142,Education,Share,Morning,Desktop
U0055,Education,Like,Morning,Mobile
U0468,Fitness,Like,Evening,Mobile
U0483,Education,Share,Evening,Desktop
