Card_id,Header,Review,Location,shop
5f2aa7221a5a6907a47b342a,I sent back two pairs of shoes in May…,I sent back two pairs of shoes in May and still have not had my money back. Website is awful no number to call,Britain (UK),Zalando
55ba7dd10000ff0002fad3ce,ORDER AT YOUR OWN RISK,"I ordered items from SheIn and was not able to apply my promo code at checkout. I IMMEDIATELY hit ""cancel my order"" only to receive a message that my order had already shipped. Really? 30 seconds after I hit order my items have shipped? Yeah right. But fine... I thought ""okay, I will just return them when I receive them."" I then re-ordered my items with the promo code. So, now I am expecting two shipments from SheIn. Well, my package tracking says both shipments have been delivered, however I have not received EITHER of them. What a scam!! Currently on the phone with my bank to dispute the charges. Horrible customer service, too. So unhelpful.",United States,Sheinside
60107005679d9705c85a7ba0,Excellent online service,Excellent online service! From order to delivery  and  no Brexit issues!!,Ireland,Boozt
6055bc0ff85d750bf4f9dc21,Wish can only be a joke,"Wish can only be a joke! If you wish crappy goods, clothes made of the cheapest fabric like Halloween suits material, thin, see through, jumbers to pluck and destroy all your other garments in your wardrobe, if you want to wait 2 3 or 4 months to receive or never receive this crap at all you are definitely at the right online data store, yes then go ahead and get scammed! While hundred thousands stores are operating correctly on the web I cannot figure out how wish is still in business. Sorry for the single star, there is no choice for zero!",Greece,Wish
59e9d6fb288eb20afc498380,Order placed and delivered in record …,Order placed and delivered in record times. Turned up on the day they said it would and very easy to navigate the site to find what I wanted. I would definitely use this site again.,Britain (UK),Zalando
5c001ef79d37800098833a92,Totally fabulous,This is an amazing website up to the minute quality fashion good pricing I am wearing a dress I bought nine months ago it is silver for my sons wedding next week and I feel fabulous in it terrific beaut dress I am 74 and feel so classy in it love their snoods terrific presents their scarves are amazing sumptious well done to all no delivery costs try this website you will be glad you did terrific customer service too 👏🏻👏🏻👏🏻👏🏻❤️❤️,Britain (UK),Zalando
58cba4a4ed30e309d4be3627,"Great company, very prompt service, great returns policy","Cannot go wrong with this company, very quick turnaround .",Britain (UK),Zalando
5f4d2ba002e8570814fcce42,Really disappointed with zalando,Really disappointed with zalando. I ordered a womens tee shirt online and in the package recieved dungarees for babies. I rang customer care to ask them to send me my correct order and the woman I spoke to just told me to return the dungarees. The tee shirt is no longer available online so the whole process was just a waste of time and energy,Ireland,Zalando
59f32383dc938904f8e2460a,By far one of the best places for …,"By far one of the best places for online shopping! Delivery arrives quickly with no fuss/ complications, same goes for returns - they will happily pick up your parcel for return from the comfort of your home.  The quality of products is AMAZING and is great value for money! Would defintely recommend to potential customers for a stress/hassle free experience!!!!!!",Britain (UK),Zalando
56a13a9d0000ff00093261b4,"Horrible delivery fiasco, poor customer service.  AVOID SHOPPING HERE.",-1,Britain (UK),Zalando
5dee2afcc8454506301bf4f4,Awful,"Awful. Supposedly I signed for a delivery that never arrived at my office (where a concierge man's the front desk 24/7). Even though Hermes' parcel tracking says that the delivery attempt failed, Zalando refuse to to refund me although the delivery is already more than a week overdue. Their customer support keep on saying they will get back to me, but after ten days of chasing I still have not heard from them. Probably the worst online experience I have ever had.",Britain (UK),Zalando
6059da56f85d750870312e72,Sometimes  i am happy most of the time i am…,Sometimes  i am happy most of the time i am not.my app welcomes me back.then says some kind of sign in error.no help from wish help resetting  my password. I Am going to take it as as a sign and stop using  wish.,United States,Wish
60184dd7679d9701d07fc1bf,Do not use this company,Do not use this company they are taking orders and not delivering goods they take your money then say goods are lost they have done this to me 3 times feel like they are scamming people,Britain (UK),Zalando
5c5ce13697afa10734ca7c24,Love this website!!!,I ordered a black lace maxi dress for the first time from Nelly.com and item came just as how it was described. Reasonably priced and good quality. Placed order on 1 Feb and received item on 7 February Looking forward to more purchases at Nelly.com! :),Singapore,Nelly
57595ffb0000ff0009643303,I am a happy customer!!!,"I love the products that SheIn has to offer. If you love shopping for a bargain for good quality clothes SheIn is the place to go. They have an big selection of clothing for all styles with prices that you cannot beat. The only issue one might encounter is the sizing (view measurements) and the shipping. A way that SheIn can possibly improve their services is being more accurate when items are out of stock instead of accepting the payment, and shortly after the status bar will say ""out of stock"". In conclusion, I love SheIn, it is my favorite site to shop on, I have not experienced a lot of bad times with their products. Thanks!",United States,Sheinside
6073ba98f85d7508705671d8,4 star review,This is where I complain about lack of sizes. Ten items does not tell me how big they are! I have had some good buys and some bad buys.  And I have not purchased some items because they do not tell the size.  Overall I still shop Wish.,United States,Wish
5909e6842ecbfc09e8d1d352,Amazing!!!,True to size. Delivery was super fast. Would definitely recommend.,Britain (UK),Zalando
59d7e7a131302a01bc6c1a33,Easy to order,"Easy to order, arrived earlier than expected. Good quality shoe. Would definitely use again.",Britain (UK),Zalando
5783a59a0000ff00096f2fd4,Recommend!,lots of great options at a very reasonable price. customer service is very helpful and prompt.,United States,Sheinside
60491887f85d75064c3dc4e2,I am surprised to see negative reviews…,"I am surprised to see negative reviews here. I have been ordering from Zalando for the last 2-3 years and I never had any problems. Even if the package got lost or refund was delayed, everything was always sorted out straightaway. I am very happy with Zalando and would recommend it to anybody.",Britain (UK),Zalando
55bee5e40000ff0002fb9a1b,Best Services,I really love shein.com services. They always give us great quality of products with lowest prices. Comparing with other sites shein.com gives up to 85% savings. Highly Recommended for others.,United States,Sheinside
6066f64ff85d750870442514,Recommend,I ordered some Vans Sliders 2 days ago and they came this morning. Speedy delivery and item is perfect.,Britain (UK),Zalando
5f6fad68798e6f0aa4e560fe,I very much happy with my experience…,"I very much happy with my experience with Boozt so far, my order came quick and perfecr as expected, but however, sometimes something weird happens on the site when it says its discount , and i see that it is, for example i saw few perfumes that i wanted on pretty big discount , but  when i refreshed the discount dissapeared. but the front page still was saying that offer is still valid but in a second discount from more than 100 products just dissapeared. So that was sad but otherwise i am happy just do not want thta happen to me again, because i do not know if maybe i pressed order one second earlier then it would have worked.",Norway,Boozt
5f95e783798e6f0aa0ae466b,Great service and products,Never used this company before. I was searching for a particular item and Boozt came up as a supplier. Had a nosey on the website and liked what I saw. They offered free delivery and free returns so could not go wrong really. Ordered on the Sunday and delivered on the Wednesday which I thought was pretty good to the UK. I was that impressed with the 2 items I bought I decided to keep both. I will definitely be using them again,Britain (UK),Boozt
5a6246a06116dd0d6474e643,Brilliant in every way,Zalando is an excellent store. Quality clothes at very affordable prices and excellent service with free delivery and returns. Not much more you could ask for. Only wish I had started buying from them a very long time ago.,Britain (UK),Zalando
5ef36f267dd753032474e515,Keep Away,I ordered some items and they had the wrong address on file and now a huge mess with shipping and they say they cannot do anything. Useless company and I highly recommend you stay away,Britain (UK),Zalando
60791418f85d7508705fc4b1,Over all i like wish so times i realy…,Over all i like wish so times i realy want what gets refunded other wise great,United States,Wish
607efacef9f48703605fccd5,The sizes cannot be relied upon,"The sizes cannot be relied upon.  If you order 5 blouses the same size, you will be lucky if 2 fit.  They send the wrong sizes, wrong colors, etc. They charge a hefty shipping fee for each item, then ship them all together, so they are making profit from the shipping charges.  I will not be ordering again!",United States,Wish
60680229f85d750870458d31,I am very satisfied with my purchase and…,I am very satisfied with my purchase and the delivery time. Would recommend and most likely will become repeat customer.,United States,Wish
5955420cdacd1d069c95c78d,I was sent completely the wrong items,"I was sent completely the wrong items - bearing in mind I work 5 days a week and asked for them to be delivered to a locker, just picking them up took many hours of my time. Speaking to customer services, I was treated disrespectfully and eventually HUNG UP on. They told me I could not now be sent the items and my only option was to package the stuff back up and send it back to them - wasting more of my time for absolutely nothing gained on my part. Absolutely awful, avoid at all costs",Britain (UK),Zalando
5488ada70000640002bb5740,DISAPPOINTING,I ordered my items last month with 5-7 day guaranteed delivery and yet I have not received my items...I go to the site and they state that my order is 'being processed' I keep on urging the processing and NOTHING...I AM SO DISAPPOINTED IN THIS SITE IF THEY CANNOT KEEP THEIR WORD.I NEED MY ORDERS OR MY MONEY BACK...PS...I HAVE READ MORE REVIEWS AND I HAVE SEEN THAT YOU DELETE VER ITEMS WITHOUT TAGS?I NEED TAGS ON MY BRAND NEW ITEMS I ORDERED OR MY MONEY BACK..THANK YOU.,Britain (UK),Sheinside
557207e60000ff0002eba52f,NO NO NO!!,I placed and order with this company on 5/20/15 and I still have not received my package. I even selected to have my order expedited. It has been a total loss of $89.00. I am VERY VERY un-satisfied. DO NOT WASTE YOUR MONEY!,United States,Sheinside
608db8a8f9f48708e081d2d6,Steals your money,"Ordered 10 Animal Crossing 1-400 Switch Collectible Game Cards and I only got 1 pack and it was not the one I bought. I spend over 100 dollars on these game cards, Wish is completely unacceptable, over priced and steals your money. I will never order From wish.com again.",United States,Wish
5fe069e3755dc107e0c9f49d,Ordered jacket and 2 weeks later still…,Ordered jacket and 2 weeks later still has not arrived and then I receive an email saying the item has been returned when in fact I did not receive it in the first place. Phoned customer service and they said oh might have been an issue and we cannot do anything about it shocking!!! Please avoid to prevent this happening to. Will be getting the same item at ASOS.,Britain (UK),Zalando
5edc279e25e5d209b8fed795,Fantastic company for reliability,"Amazing service as usual, one of the best companies out there.  Everything always arrives on time or earlier and the option to cancel/ change before you ship is always fulfilled.  Such a hassle-free way to shop, could not recommend highly enough",Britain (UK),Zalando
5f76235f798e6f0b341c2717,Fantastic boots and service will…,Fantastic boots and service will definitely use again,Britain (UK),Boozt
5c0808639d37800098867068,I have been a loyal customer for many…,I have been a loyal customer for many years but my recent incident with you was very disappointing and i have decided not to shop with you anymore if this is how you treat you customers.You had sold a garment that was not sewed evenly but i only found out when i had it taken up in the length. I ended up having to pay even more at the tailors after we discovered this. I had sent you pictures and you asked to produce the receipt which i did not have. I would have expected more since it was a fault in the jumpsuit. The tailors fee ended up costing more than the jumpsuit!!!,Denmark,Nelly
5fc810475e693f07049dcaf7,Ordered a kids adidas tracksuit…,"Ordered a kids adidas tracksuit received a email to verify order on the same day, got a email the next day to tell me it had been dispatched, the parcel arrived via courier the day after ( 3 days from order) lovely tracksuit so pleased. Would definitely order again.",Britain (UK),Zalando
537fbeb000006400028c090c,"Beware, Zalando have no exchange process if the goods you are sold are faulty.","Ordered and received a pair of sandals for my daughter. On second wearing ankle strap came away due to faulty stitching. Contacted Zalando customer services and e-mailed photos of the fault. Zalando agreed that they were at fault but will  not offer a direct replacement. Instead offered £12 to get them repaired, which will then negate the warranty if any further stitching unravels, or a send them back for a full refund.  Needless to say all very unhelpful, and am intrigued why they think £12 will cover the cost of the repair, my time and transport costs to get it to and from said repair place. (when I find one) Why is it that the onus is on the customer to correct their fault?  Very poor Zalando. I will be returning the shoes.",Britain (UK),Zalando
60df3662f9f48702a88ecad5,Never-Never Again,"Never, never again.  Wish.com is a scam and very dishonest in the way they do business.   They lead with advertising prices much lower than they really are.   I ordered on June 2 with an estimated delivery date of June 9th suggesting that the product was coming from the US.  It is now July 2 and I still do not have the products.",United States,Wish
5e316a9a3c93ae04c0d5d3a4,Have been shopping with them for years…,"Have been shopping with them for years and it has always been smooth and quick. However, a recent partner order from Massimo Dutti has been a total disaster. MD had not included a returns slip so then had to chase Zalando for one. They had to wait for it to come to them and was sitting in their inbox for a while. When I finally had the slip I immediately posted it - 10 days later still no refund. Partner order = never again!",Britain (UK),Zalando
5fe87b9f755dc1032c048493,Superb shopping on Boozt.com,"When I need to shop for clothing there is no other webpage for us except boozt.com. Easy order and quick delivery, excellent customer support.",Slovenia,Boozt
60812e4ff9f4870900693836,I tried to order one of three items I…,"I tried to order one of three items I had placed in my cart. Wish processed and charged me for all three. I realized the mistake after checking my bank account and immediately tried to cancel the order. Wish used a common excuse which is ""it is too late to cancel."" Usually the order has not even been processed yet! Beware of this companies business practices. They are good at refunds for faulty products but will not allow you to cancel orders in a timely manner!",United States,Wish
59f31e7831302a0ef48fdf31,one of my fav...,I Can always find something to buy on this site! and the sales are pretty good too! Fast delivery and no fuss return! I have since recommended this site to lots of my friends :),Britain (UK),Zalando
5f88af19798e6f0bcc46aac7,I was sent used shoes,I was sent used shoes.  The excuse was someone may have tried them on outside the warehouse!!! 😡😡😡 not refunded me either. I will sent you the pics.  Would never recommend your scam company,Britain (UK),Boozt
6065fa2ef85d75087042e201,Ordered 4 microtech knives with side…,Ordered 4 microtech knives with side trigger. I recieved 4  benchmade top trigger knives . Not even close to what i ordered. The customer service is a joke they keep saying they sent the same thing I ordered. STAY FAR AWAY FROM WISH!!! UPDATE wish gave us a full refund!! I feel bad I cannot send product back. They did make good and we ordered something else,United States,Wish
6058dccef85d7507e41daa64,So far I am enjoying wish I have had some…,So far I am enjoying wish I have had some lovely things off of you you I am pretty pleased with the quality thank you,Britain (UK),Wish
5909dab9a02b4205fc02dc6e,Fantastic prices and products,Fantastic prices and products! Very fast resolution when a refund is required. I recommend.,Britain (UK),Zalando
5d31fa1bccd70b09545c9183,A week to even dispatch the order,A week to even dispatch the order and then told it would be another 3 - 5 days delivery.  Will not be using again.,Britain (UK),Zalando
540b62d70000640002a3e230,Buyers beware! Bad business across the board,"Buyers beware. I am a wholesaler. Ordered over 1000 pieces of merchandise from this company. Over 90% of the merchandise was either damaged or defective, some of the merchandise had toxic chemicals smells in th fabric to the point it would make you sick. They haggle with you when it comes it returns claiming they will send replacements. Why would you want replacement after receiving over 1000 defective and damaged merchandise. When they do finally give in and send you the return address; you will be stuck paying the return shipping fee. Attached are just a few photographs to show the public exactly what you might receive upon ordering from Sheinside. Defective, damaged, unassembled and broken merchandise, some items wrinkled and crushed beyond repair due to poor packaging, they also do not enclose a packing slip or any information as to how to return merchandise. You have to email them about 10 times back and forth before they give you their return address. BAD Business Across the board. Buyers beware.",United States,Sheinside
60a816e4f9f4870b700adf39,Nice company,"Nice company, a lot  of hard to find things.",United States,Wish
5fa44afa5e693f06f87b01e0,I had bought a blouse with patterns and…,"I had bought a blouse with patterns and can see that the other sleeve is not patterned, so it has not been sewn on at all. I do not order items from you anymore!",Denmark,Nelly
591f0f30a02b420900676649,First class Zalando.,Ordered a few times from Zalando there is never been a problem fast delivery excellent merchandise,Britain (UK),Zalando
60b4741bf9f4870a94b18a21,Very good experience,"User friendly website, clear instructions, extremely fast delivery. I highly recommend it :)",Slovenia,Boozt
553a45970000ff0002dfecac,Do NOT shop at sheinside.com.,they have the cutest clothes so I placed an order. I needed my order to arrive within 3 weeks. there website says 24 hrs processing time. well I continously checked to see if it had shipped out and of course it had not 3 days later so I requested express shipping and they required a separate transaction to pay the 12.90 to rush my order. after paying the express shipping my order still has not shipped out in time too arrive to me by the time I needed it so I requested to cancel my order however they will not refund me the 12.90 for express shipping when it is completely there fault for false advertising their processing time. and there customer service was absolutely no help. what a complete rip off and waste of money!,United States,Sheinside
59319b9620b79f0a909aea1a,You sent the wrong size to me twice in …,You sent the wrong size to me twice in a row. Would not use this service again.,Britain (UK),Zalando
6061efb4f85d7508703bed17,If you need something tomorrow,"If you need something tomorrow, go somewhere else. But if you can wait a couple of weeks to save a huge amount of money, Wish is the way to go!",United States,Wish
5932595fa02b4205a0c0513a,incorrect dress size,"I had ordered a dress in a size 12 for a wedding, I was sent a size 14 which was too big. I called the company and was told that they were trying to stop this happening, they apologised, gave me a voucher for 20% off my next purchase and told me to send dress back. I asked if a size 12 was in stock and got told yes, but they had to receive previous dress back first before they could send out a size 12. I received an email to say dress had been returned, I tried to reorder, but all sizes were sold out except the size that I had sent back, therefore not only did they not send correct size, but also lied about stock. The offer of 20% was an insult and as this was the first time I had used this company, it did not give a good impression of professionalism.",Britain (UK),Zalando
5c86920497afa10a783dedc2,Excellent Company in every way,I cannot recommend this company highly enough. The customer service is truly excellent. The choice of brands is second to none. I do not know where I would be without them.,Britain (UK),Zalando
5f3b9e0502e8570814f3460d,I Am waitnig 2 months for money refund !,"I Am waitnig 2 months for money refund !! And i still have not recived it . I want to warn Eveyone before buying anything from that shop, cloths are nice but te return politics is not ... that was the first and last time that i have bought anything from that shop .",Poland,Nelly
542dbd420000640002a9c00d,Horrible Contact Info,"My first opinion on the site was that it was fantastic, low prices for awesome clothes. My order was placed last week and I honestly thought that it would take about 5-7 days like it stated to get here because it said it was from California. Today, I checked my email fro m PayPal in order contact ""SheInside"" by phone to ask about my order that is still ""proccessing"" since last week. When I called the number provided by PayPal NOT the SheInside website, a man from Alabama answered me saying that he is had several of these calls about missing orders. I needed my order by this weekend..... confused and angry about this company.",United States,Sheinside
605b0469f85d750870322096,It is been a very good place to shop and…,It is been a very good place to shop and has lots of different items to choose from.,United States,Wish
60905973f9f4870a786d5540,wish/joyful the worst customer support…,"wish/joyful the worst customer support I have ever dealt with,think I have gotten  1 item from them i did not have a problem with.they offer these 50 cents items and it will say order processing all day. Then next day it says order was not processed in time.when I try to deal with customer support, get the same automated messages.these companies are horrible and deceptive.  Pay close attention to what your ordering  because what you see in pictures is not what you get,for example, fire stick,it shows on the pictures you get firestick  but its just a remote and ones that do have it are not USB compatible. I will never order from these crooks again!",United States,Wish
6064872af85d750870403ec6,Do not go there,"Do not go there. Biggest load of rubbish. Wrong size, dreadful material, poorly made and waited for 6 weeks for order to arrive. You have been warned",Britain (UK),Wish
5fbe625b5e693f0b1000e92a,Excellent shop,"Excellent shop, convenient service, fast delivery. Five stars.",Estonia,Boozt
60bd29cef9f4870b70191081,One of my favourite websites,One of my favourite websites. Very fast delivery and many options to choose from!,Sweden,Boozt
60e67c72f9f48707503c382a,shein lost my trust,"i have never had an issue with shein until now. i have 2 different orders that are supposed to be on the way but i got a message saying that the address was incomplete so my orders are now being sent back to the warehouse. this is the first issue i have had and i have not changed any info so i do not know how it could be wrong. i got mad at canada post all for me to find out that shein messed up the numbers on my address which is why it was failed to be delivered. canada post still are not innocent though, i called them about my first order a few days ago and gave and confirmed my exact address. they said it would be delivered to me by july 6. july 7th i get an update saying it is going back to shein.  just another thing i need to worry about in my life after already having sm on my plate lol debating whether i should get a refund and forget about it or reship it. but i do not want them to not give me my refund or to f up again if they reship it.",Canada,Sheinside
607f0763f9f48703605fddf2,I really like wish,I really like wish. Just wish that you could merge accounts to 1. Also descriptions need to be more accurate,United States,Wish
5b4f12889d2def0f38ceac41,Best recommendations,Fast delivery. Always on time. Easy to return and amazing customer service.,Britain (UK),Zalando
60d46550f9f4870470e0ca5f,I ordered from wish a print cleaner kit…,I ordered from wish a print cleaner kit . Full tracking of order from China was given . Everything arrived in full in just over 2 weeks ( 4 weeks ahead of schedule ) . Excellent service - I would use wish again,Ireland,Wish
541a4e090000640002a671d2,Best shopping site by far,"I am in love with this site. I heard about it from a friend of mine and got hooked immediately. I would been searching for a dress for my anniversary with my (now) fiance and found this long sleeve backless red dress on the site. Its simple, sexy and was an amazing price. SUCH A STEAL! The shipping was so fast and the dress was exactly as described. For the price, it is a great quality, an amazing fit, and certainly one of the best pieces of clothing I have purchased in a long time. Definitely will be frequenting this site more and more. Value and style = a happy long term customer in me! Thanks again!!!",United States,Sheinside
605f4457f85d750870389a33,This company is not at all what they…,"This company is not at all what they claim , ok never placed many items from them because their shipping charges to the customers is really ridiculous . They say the shipping is free but it is not they put add such a high cost on everything since we the customers end up having to pay for out own items that we order from them . Do not believe them when they say the shipping is free it is not . Ok have ordered a very few things and ended up paying more for them then what the item is actually with .",United States,Wish
6064ab86f85d75087040a2bc,Returns policy is not true,"Just had a really bad experience with  WISH regarding a return. Apart from being late, the item I received was not the colour that I ordered, like transparent instead of white. I tried to return the item under Wish's 30 day refund policy just 2 days after receiving the goods. The customer service people did respond but seemed like robots, although they had names. Anyway, they simply could not understand a very simple request and just closed my refund request. Those are the facts. The ""people"" I dealt with just seemed to be tasked with not processing any returns. I am now giving up on it. Good luck!",Britain (UK),Wish
5920700a20b79f0b24f04288,Love this site,"Great prices, great website, quick delivery 📦",Britain (UK),Zalando
60612e73f85d7508703ab38f,I buy because good sevice i feel safe…,"I buy because good sevice i feel safe to buy,wish know how to  take care of buyers",Norway,Wish
5fc252355e693f0b1003fa3b,Absolutely shocking returns policy,"Absolutely shocking returns policy . They received my return on the 19th Nov , received no confirmation from them . After emailing they say they will not process return until after 10 Dec using excuses of covid and Black Friday ! Basically want to sit on your funds for six weeks ! Beware of this if you order . My first and  last  time !",Britain (UK),Boozt
58cdbdd9ed30e309d4be94e1,good service and loyalty to the client,I did not get one of my delivery. My order has been lost. They bring back my money as soon as when I spoke with them.,Britain (UK),Zalando
5fdaae36755dc107e0c5bcd4,I have ordered from SHEIN and I am…,I have ordered from SHEIN and I am waiting on my package for weeks now. It has been stuck in transit and I need the clothes that I have ordered for Christmas. I would not recommend to shop here since your package will be stuck in transit for a few weeks.,Ireland,Sheinside
60563279f85d7509fc1180e8,I have been using this wish for years…,I have been using this wish for years now and it only gets better. The shipping time is faster too!,United States,Wish
598c66e0fba87f08a82873bf,Brilliant quality and fast service,Brilliant quality and fast service. I will use this company again.,Britain (UK),Zalando
60cb880ef9f4870bbc58b0f9,Placed an order on wish and selected…,Placed an order on wish and selected collect from a store. Went to the store only to find the store closed down. Cannot get a refund only wish credit. Never again!!!,Britain (UK),Wish
544a28140000640002aeae84,"Such a great Company, Nice Products,Incredible services for the costumers. :)",-1,Sweden,Nelly
600c7996755dc104c0c706b5,"Ordered $5,000 worth of products 4…","Ordered $5,000 worth of products 4 months ago, products never arrived and zalando are refusing to refund me. They are clearly a scam.",Sweden,Zalando
540b13c50000640002a3d4ec,happy,My order come faster then i expected i live in london  .and everithing whas exactly licke i see on the  web  .i whill order again .thancks zalando,Britain (UK),Zalando
5909e1d5a02b4205fc02df72,Thoroughly recommend,"I really like Zalando.  The clothes are beautiful and stylish, a little more expensive than many online sites, but definitely of the very best quality; I have never received anything which is not of this high standard, and the clothes are true to size. Delivery is very fast, a couple of days to the Isle of Wight!  And the returns efficient.",Britain (UK),Zalando
598c2590fba87f08a8285c74,Great company,Great company. Good deals. Very clear pics of clothes with a possibility to zoom in the material! Better experience than shopping in stores! Free delivery...what else can you ask for. I will come back! Thanks Zalando! Claudia,Britain (UK),Zalando
59d7de49d2c8750fc0710eff,Lovely boots 💕 and fast delivery,"Lovely boots 💕 and fast delivery,  i am going to shop again soon!!",Britain (UK),Zalando
60ab889df9f4870b700ca10c,Wish has been amazing stuff Is lovely…,Wish has been amazing stuff Is lovely 😍 sometimes it has been misleading on the description of items but all in I love the site,Britain (UK),Wish
607f6222f9f4870360602e57,Theves…,"Used a few times and never ever send the items I ordered or if they do they are incorrect and then give me a huge hassel to give my money back ,I would even ship their stuff back but they let you keep it anyways . They just stole 30 bucks from me for pants that were the wrong size and refuses to give refund or exchange them . Last time I ever use this joke of a company! PLEASE DO NOT SUPPORT WISH THEY WILL ROB YOU!",United States,Wish
6088975bf9f487051031b3c7,I change my address to the new address,I change my address to the new address. Then ordered my item. Wish changed my address back to the old address. Wish Insist to send it to my old address and not my new address. Wish still has not made it right. I ask you wish to give me my $22.50 back and wish ignores my request. Wish keeps asking me to order from them. Why would I order from Wish? When they have given me this much trouble. I am still waiting on my $22.50.,United States,Wish
6072dc5cf85d75087055765d,Product,"WISH , this platform delivers what it says it will, you the customer should order carefully and understand what you have ordered,I have naively expected some items to be actually bigger in size but after checking the add I did get what I ordered",Ireland,Wish
54a0d63f0000640002c06fa8,Outstanding experience,"Sheinside the best varieties of clothing, accessories and Jewelry I had. You can make different combinations of dresses, accessories and jewelries.  I bought several of them for my anniversary and she asked where I bought such a good collection. Black Diamond Pattern Buckle Satchels Bag was really awesome carrying somewhat heavy things.  It has a larger inner space than what you see from outside and stretchy so that you can use for other purposes as well. And also there support services are really fast and accurate. For anyone I fully recommend Sheinside since you get best value to your money.",Sri Lanka,Sheinside
59af0490d2c8750aac44004a,Great shopping experience,Big range of brands. Many promotions  and  discounts available. Highly recommended!,Britain (UK),Zalando
605faba2f85d7508703939f3,Thank you WISH,"Thank you WISH! I have received a lot of your products, Excellent service and quick delivery!!!",Bahamas,Wish
605cf0cdf85d7508703535a6,Cool site but shipping Is where they…Is where they get ya I ordered a camera that was originally I thought $25. But then after I ordered it I noticed that the shipping was $60 so I was a little disapp,Cool site but shipping Is where they get ya I ordered a camera that was originally I thought $25. But then after I ordered it I noticed that the shipping was $60 so I was a little disappointed in that and most of the items take a long time to come every once in a while you will get somebody that ships their item fairly fast but besides that it is pretty cool website,United States,Wish
6064f907f85d75087041409c,Received items on time but very…,"Received items on time but very disappointed in some, Motorcycle stand support way to small, cover is not what was described but overall satisfied with Wish",Canada,Wish
549860af0000640002bef520,"Had a great experience, will definitely order again.","I bought the Red Label Long Sleeve sleeve dress and I love it! The item was shipped quickly and the quality was great. Nice having another online boutique where I can find new, unique items. I have bookmarked SheInside and will be ordering again!",United States,Sheinside
587517258a103103cc1a358e,Adidas zx flux trainers,Very quick delivery plus free delivery thank you. My son is very pleased with his trainers very nice and well made. Very impressed customer.,Britain (UK),Zalando
5561db460000ff0002e81d4b,DO NOT WASTE YOUR TIME!!!!!!!!,I placed an order on May 12th.  It is now May 25 and it still has not shipped!!!  It has a tracking number but it still shows waiting to ship!!  No response from customer service and no number to call them.  This is absolutely absurd!!  I know its coming from another country but this is RIDICULOUS!!!  I Am calling my bank to cancel the charges and i am going to warn my FB friends not to come anywhere near this site!  Yes clothes are cheap but if you do not get them until months after you order what is the point??!!!!!!!!  Highly DISAPPOINTED!!!!!!!,United States,Sheinside
6019c7ef679d9701d081240b,Excellent App and things i really love…,Excellent App and things i really love this,Norway,Boozt
5a19308cc0c9900ddc595b01,Lovely item,"Lovely item, pleasant transaction, would buy again!",Britain (UK),Zalando
608a3ad2f9f487051032ec9f,Wish does nothing to stop Fakes and Frauds,"Wish let us anyone sell anything on their platform and they do not stop people selling fake items, or items that do not work or sending something completely different to what you ordered.  Wish also let us sellers put up fake reviews - some are very funny because they say they are from the USA but they cannot spell in English and their grammar is very backwards (because they are actually Chinese).  ALWAYS click on the ""1 Star"" reviews to see what REAL people have said about the store and/or the product......OH and NEVER shop with XiaoyaSmart 2018 on Wish.  They are thieves who sell fake items.",Australia,Wish
5e382cf23c93ae04c0d9542d,Thank you Bernd!,"I ordered a dress from Nelly.com. In the dress, there was a big hole in the left side’s seam. I did not have time to return the dress so I suggested that maybe I can get a new earrings which I planned to order. For free of course! Customer service assepted my suggestion. My contact person was Bernd and he did great job! I was not sure if I order ever again from Nelly.com but because of him I sure will. Thank you Bernd!",Finland,Nelly
54a6e0900000ff0002c18108,Lovely dress and great site!,I bought the Black Long Sleeve Backless Lace Dress for my new years eve party this year and i loved it! It was really glam and it fit me really well! I was impressed with the fast delivery and quality of this dress seeing as the dress was not expensive. I will certainly be ordering from this website again as they home some lovely dresses!,Britain (UK),Sheinside
5a310f14495a4e050c5ddd3e,Despite the actions of your appointed …,Despite the actions of your appointed courier Hermes being below standard I can t fault your customer care service who managed to trace where my parcel had been delivered to as Hermes were completely unhelpful so I commend your company s service and would have no hesitation in recommending you to people.,Britain (UK),Zalando
5b7290919d2def0a54847bba,"Great service, great returns. Will definitely shop again","I simply cannot understand the negative reviews about Zalando. My experience was great. I ordered an Allsaints Leather jacket. It arrived in 2 days ( I did pay for express delivery) unfortunately i did not fit, I sent it back the same day i received it and by the end of that day i received an email saying that they had it and would be processing my refund. 2 days later i received and email saying they had processed my refund and my money would be back in my account within a few days. The day after my refund was back in my account. Great service Zalando. Hoe to shop with you again soon :)",Britain (UK),Zalando
60c3ca06f9f4870bbc530810,Great Service and quality stuff,"Boozt.com is one of the fastest growing online clothes boutique in Scandinavia and Europe. They have fair prices, quality brand clothes, and above all, they have customer oriented service. I highly recommend buying from boozt.com, and I guarantee that you will never get disappointed.",Sweden,Boozt
58b8adb2a912c40a4c5455f1,Very bad services do not ever use them,We order something and them not deliver just put an paper trough my door saying parcel left at a black car on street.hermies is the delivery services use by zalando .disappointing we would never use the company no what i o with reply you take money completely rip off either return my money or sen my stuff...,Britain (UK),Zalando
